"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 11, 2018","10,195.15","10,301.60","10,478.60","10,180.25","1.20B","-0.31%"
"Mar 04, 2018","10,226.85","10,428.30","10,441.35","10,141.55","1.11B","-2.21%"
"Feb 25, 2018","10,458.35","10,526.55","10,631.65","10,447.15","846.66M","-0.31%"
"Feb 18, 2018","10,491.05","10,488.90","10,499.10","10,302.75","1.17B","0.37%"
"Feb 11, 2018","10,452.30","10,518.20","10,618.10","10,434.05","867.58M","-0.03%"
"Feb 04, 2018","10,454.95","10,604.30","10,702.75","10,276.30","1.22B","-2.84%"
"Jan 28, 2018","10,760.60","11,079.35","11,171.55","10,736.10","1.34B","-2.79%"
"Jan 21, 2018","11,069.65","10,883.20","11,110.10","10,881.40","1.16B","1.61%"
"Jan 14, 2018","10,894.70","10,718.50","10,906.85","10,666.75","1.19B","2.00%"
"Jan 07, 2018","10,681.25","10,591.70","10,690.40","10,588.55","906.60M","1.16%"
"Dec 31, 2017","10,558.85","10,531.70","10,566.10","10,404.65","831.87M","0.27%"
"Dec 24, 2017","10,530.70","10,512.30","10,552.40","10,460.45","768.77M","0.36%"
"Dec 17, 2017","10,493.00","10,263.10","10,501.10","10,074.80","892.21M","1.55%"
"Dec 10, 2017","10,333.25","10,310.50","10,373.10","10,141.55","941.85M","0.66%"
"Dec 03, 2017","10,265.65","10,175.05","10,270.85","10,033.35","862.27M","1.42%"
"Nov 26, 2017","10,121.80","10,361.05","10,409.55","10,108.55","1.01B","-2.58%"
"Nov 19, 2017","10,389.70","10,287.20","10,404.50","10,261.50","796.94M","1.03%"
"Nov 12, 2017","10,283.60","10,322.00","10,343.60","10,094.00","1.14B","-0.37%"
"Nov 05, 2017","10,321.75","10,431.75","10,490.45","10,254.10","1.31B","-1.25%"
"Oct 29, 2017","10,452.50","10,353.85","10,461.70","10,323.95","1.17B","1.25%"
"Oct 22, 2017","10,323.05","10,176.65","10,366.15","10,124.50","1.83B","1.74%"
"Oct 15, 2017","10,146.55","10,207.40","10,251.85","10,123.35","704.31M","-0.21%"
"Oct 08, 2017","10,167.45","9,988.20","10,191.90","9,955.80","941.57M","1.88%"
"Oct 01, 2017","9,979.70","9,893.30","9,989.35","9,831.05","683.05M","1.95%"
"Sep 24, 2017","9,788.60","9,960.10","9,960.50","9,687.55","1.23B","-1.76%"
"Sep 17, 2017","9,964.40","10,133.10","10,178.95","9,952.80","991.14M","-1.20%"
"Sep 10, 2017","10,085.40","9,971.75","10,131.95","9,968.80","1.10B","1.52%"
"Sep 03, 2017","9,934.80","9,984.15","9,988.40","9,861.00","813.99M","-0.40%"
"Aug 27, 2017","9,974.40","9,907.15","9,983.45","9,783.75","1.01B","1.19%"
"Aug 20, 2017","9,857.05","9,864.25","9,884.35","9,740.10","765.11M","0.20%"
"Aug 13, 2017","9,837.40","9,755.75","9,947.80","9,752.10","885.47M","1.30%"
"Aug 06, 2017","9,710.80","10,074.80","10,088.10","9,685.55","1.06B","-3.53%"
"Jul 30, 2017","10,066.40","10,034.70","10,137.85","9,988.35","984.31M","0.52%"
"Jul 23, 2017","10,014.50","9,936.80","10,114.85","9,919.60","1.07B","1.00%"
"Jul 16, 2017","9,915.25","9,908.15","9,928.20","9,792.05","1.04B","0.29%"
"Jul 09, 2017","9,886.35","9,719.30","9,913.30","9,646.45","725.44M","2.28%"
"Jul 02, 2017","9,665.80","9,587.95","9,700.70","9,543.55","771.09M","1.52%"
"Jun 25, 2017","9,520.90","9,594.05","9,615.40","9,448.75","839.73M","-0.56%"
"Jun 18, 2017","9,574.95","9,626.40","9,698.85","9,565.30","844.54M","-0.14%"
"Jun 11, 2017","9,588.05","9,646.70","9,654.15","9,560.80","863.13M","-0.83%"
"Jun 04, 2017","9,668.25","9,656.30","9,709.30","9,608.15","771.80M","0.15%"
"May 28, 2017","9,653.50","9,560.05","9,673.50","9,547.70","1.22B","0.61%"
"May 21, 2017","9,595.10","9,480.25","9,604.90","9,341.65","1.18B","1.77%"
"May 14, 2017","9,427.90","9,433.55","9,532.60","9,390.75","987.93M","0.29%"
"May 07, 2017","9,400.90","9,311.45","9,450.65","9,297.95","809.01M","1.24%"
"Apr 30, 2017","9,285.30","9,339.85","9,377.10","9,269.90","839.93M","-0.20%"
"Apr 23, 2017","9,304.05","9,135.35","9,367.15","9,130.55","921.31M","2.02%"
"Apr 16, 2017","9,119.40","9,144.75","9,217.90","9,075.15","826.54M","-0.34%"
"Apr 09, 2017","9,150.80","9,225.60","9,246.40","9,144.95","684.68M","-0.52%"
"Apr 02, 2017","9,198.30","9,220.60","9,273.90","9,188.10","721.83M","0.27%"
"Mar 26, 2017","9,173.75","9,093.45","9,191.70","9,024.65","1.18B","0.72%"
"Mar 19, 2017","9,108.00","9,166.95","9,167.60","9,019.30","1.24B","-0.57%"
"Mar 12, 2017","9,160.05","9,091.65","9,218.40","9,060.50","1.04B","2.52%"
"Mar 05, 2017","8,934.55","8,915.10","8,977.85","8,891.95","876.58M","0.42%"
"Feb 26, 2017","8,897.55","8,943.70","8,992.50","8,860.10","1.15B","-0.47%"
"Feb 19, 2017","8,939.50","8,818.55","8,982.15","8,809.80","997.67M","1.34%"
"Feb 12, 2017","8,821.70","8,819.80","8,896.45","8,712.85","1.13B","0.32%"
"Feb 05, 2017","8,793.55","8,785.45","8,822.10","8,715.00","1.09B","0.60%"
"Jan 29, 2017","8,740.95","8,635.55","8,757.60","8,537.50","1.68B","1.15%"
"Jan 22, 2017","8,641.25","8,329.60","8,672.70","8,327.20","971.13M","3.50%"
"Jan 15, 2017","8,349.35","8,390.95","8,460.30","8,340.95","802.44M","-0.61%"
"Jan 08, 2017","8,400.35","8,259.35","8,461.05","8,227.75","810.71M","1.90%"
"Jan 01, 2017","8,243.80","8,210.10","8,306.85","8,133.80","697.32M","0.71%"
"Dec 25, 2016","8,185.80","7,965.10","8,197.00","7,893.80","678.66M","2.51%"
"Dec 18, 2016","7,985.75","8,126.00","8,132.50","7,942.05","624.57M","-1.89%"
"Dec 11, 2016","8,139.45","8,230.65","8,230.65","8,121.95","847.00M","-1.48%"
"Dec 04, 2016","8,261.75","8,088.75","8,274.95","8,056.85","725.52M","2.16%"
"Nov 27, 2016","8,086.80","8,080.65","8,250.80","8,066.50","986.30M","-0.34%"
"Nov 20, 2016","8,114.30","8,102.10","8,122.25","7,916.40","1.08B","0.50%"
"Nov 13, 2016","8,074.10","8,284.85","8,288.55","8,048.30","1.01B","-2.68%"
"Nov 06, 2016","8,296.30","8,535.75","8,598.45","8,002.25","1.25B","-1.63%"
"Oct 30, 2016","8,433.75","8,653.15","8,669.60","8,400.25","737.76M","-2.36%"
"Oct 23, 2016","8,638.00","8,709.85","8,736.95","8,550.25","1.02B","-0.63%"
"Oct 16, 2016","8,693.05","8,612.95","8,727.00","8,506.15","925.65M","1.28%"
"Oct 09, 2016","8,583.40","8,735.35","8,745.80","8,541.35","498.50M","-1.31%"
"Oct 02, 2016","8,697.60","8,666.15","8,806.95","8,635.00","817.33M","1.00%"
"Sep 25, 2016","8,611.15","8,807.90","8,809.55","8,555.20","1.07B","-2.50%"
"Sep 18, 2016","8,831.55","8,788.45","8,893.35","8,757.30","799.73M","0.59%"
"Sep 11, 2016","8,779.85","8,732.95","8,847.65","8,688.90","804.11M","-0.98%"
"Sep 04, 2016","8,866.70","8,852.70","8,968.70","8,848.45","906.04M","0.65%"
"Aug 28, 2016","8,809.65","8,583.75","8,824.10","8,543.75","1.11B","2.77%"
"Aug 21, 2016","8,572.55","8,667.00","8,684.85","8,547.55","876.33M","-1.09%"
"Aug 14, 2016","8,666.90","8,670.25","8,696.60","8,600.45","778.52M","-0.06%"
"Aug 07, 2016","8,672.15","8,712.85","8,728.35","8,540.05","1.03B","-0.13%"
"Jul 31, 2016","8,683.15","8,654.30","8,711.30","8,518.15","869.34M","0.52%"
"Jul 24, 2016","8,638.50","8,519.95","8,674.70","8,517.20","906.65M","1.14%"
"Jul 17, 2016","8,541.20","8,564.05","8,587.10","8,476.70","810.00M","-0.00%"
"Jul 10, 2016","8,541.40","8,413.35","8,594.80","8,407.05","932.57M","2.62%"
"Jul 03, 2016","8,323.20","8,376.75","8,398.45","8,287.55","604.70M","-0.06%"
"Jun 26, 2016","8,328.35","8,039.35","8,356.75","8,039.35","953.30M","2.96%"
"Jun 19, 2016","8,088.60","8,115.75","8,285.60","7,927.05","920.84M","-1.00%"
"Jun 12, 2016","8,170.20","8,102.25","8,213.20","8,063.90","866.78M","0.00%"
"Jun 05, 2016","8,170.05","8,228.75","8,294.95","8,162.85","974.01M","-0.62%"
"May 29, 2016","8,220.80","8,166.50","8,262.00","8,134.30","1.52B","0.79%"
"May 22, 2016","8,156.65","7,813.95","8,164.20","7,715.80","1.05B","5.25%"
"May 15, 2016","7,749.70","7,831.20","7,940.10","7,735.75","899.46M","-0.83%"
"May 08, 2016","7,814.90","7,755.25","7,916.05","7,753.55","895.79M","1.05%"
"May 01, 2016","7,733.45","7,822.70","7,890.25","7,678.35","908.48M","-1.48%"
"Apr 24, 2016","7,849.80","7,894.80","7,992.00","7,788.70","1.13B","-0.63%"
"Apr 17, 2016","7,899.30","7,908.15","7,978.45","7,842.75","821.45M","0.62%"
"Apr 10, 2016","7,850.45","7,577.80","7,864.80","7,516.85","581.08M","3.91%"
"Apr 03, 2016","7,555.20","7,733.15","7,764.45","7,526.70","930.56M","-2.05%"
"Mar 27, 2016","7,713.05","7,741.00","7,777.60","7,582.25","1.29B","-0.04%"
"Mar 20, 2016","7,716.50","7,619.20","7,728.20","7,617.70","624.00M","1.47%"
"Mar 13, 2016","7,604.35","7,542.60","7,613.60","7,405.15","1.06B","1.25%"
"Mar 06, 2016","7,510.20","7,486.40","7,547.10","7,424.30","954.04M","0.33%"
"Feb 28, 2016","7,485.35","7,050.45","7,505.90","6,825.80","1.70B","6.48%"
"Feb 21, 2016","7,029.75","7,208.85","7,252.40","6,961.40","1.07B","-2.51%"
"Feb 14, 2016","7,210.75","7,057.35","7,226.85","6,960.65","1.35B","3.29%"
"Feb 07, 2016","6,980.95","7,489.70","7,512.55","6,869.00","1.30B","-6.79%"
"Jan 31, 2016","7,489.10","7,589.50","7,600.45","7,350.30","1.13B","-0.98%"
"Jan 24, 2016","7,563.55","7,468.75","7,575.65","7,402.80","952.56M","1.90%"
"Jan 17, 2016","7,422.45","7,420.35","7,470.90","7,241.50","1.15B","-0.21%"
"Jan 10, 2016","7,437.80","7,527.45","7,605.10","7,425.80","996.35M","-2.15%"
"Jan 03, 2016","7,601.35","7,924.55","7,937.55","7,556.60","797.34M","-4.54%"
"Dec 27, 2015","7,963.20","7,863.20","7,972.55","7,863.00","573.91M","1.30%"
"Dec 20, 2015","7,861.05","7,745.65","7,888.75","7,733.45","477.66M","1.28%"
"Dec 13, 2015","7,761.95","7,558.20","7,852.90","7,551.05","829.70M","1.99%"
"Dec 06, 2015","7,610.45","7,816.55","7,825.40","7,575.30","743.77M","-2.20%"
"Nov 29, 2015","7,781.90","7,936.25","7,979.30","7,775.70","783.05M","-2.02%"
"Nov 22, 2015","7,942.70","7,869.50","7,959.30","7,812.65","646.93M","1.10%"
"Nov 15, 2015","7,856.55","7,732.95","7,906.95","7,714.15","744.94M","1.21%"
