"Date","Price","Open","High","Low","Vol.","Change %"
"May 08, 2016","2,827.11","2,896.16","2,896.16","2,781.24","68.77B","-2.96%"
"May 01, 2016","2,913.25","2,940.39","3,004.42","2,913.04","68.57B","-0.85%"
"Apr 24, 2016","2,938.32","2,949.97","2,976.02","2,916.37","62.24B","-0.71%"
"Apr 17, 2016","2,959.24","3,058.46","3,058.46","2,905.05","94.96B","-3.86%"
"Apr 10, 2016","3,078.12","3,006.91","3,097.16","3,001.32","111.06B","3.12%"
"Apr 03, 2016","2,984.96","3,000.94","3,062.36","2,960.46","89.78B","-0.82%"
"Mar 27, 2016","3,009.53","2,988.01","3,023.41","2,905.25","102.23B","1.01%"
"Mar 20, 2016","2,979.43","2,978.46","3,028.32","2,952.11","125.18B","0.82%"
"Mar 13, 2016","2,955.15","2,830.08","2,971.55","2,819.79","105.83B","5.15%"
"Mar 06, 2016","2,810.31","2,886.64","2,911.84","2,772.55","90.05B","-2.22%"
"Feb 28, 2016","2,874.15","2,754.81","2,880.37","2,638.96","126.56B","3.86%"
"Feb 21, 2016","2,767.21","2,888.60","2,933.96","2,715.87","110.67B","-3.25%"
"Feb 14, 2016","2,860.02","2,684.96","2,893.21","2,682.09","92.47B","3.49%"
"Jan 31, 2016","2,763.49","2,730.98","2,793.30","2,655.62","77.44B","0.95%"
"Jan 24, 2016","2,737.60","2,934.08","2,955.78","2,638.30","93.74B","-6.14%"
"Jan 17, 2016","2,916.56","2,847.54","3,016.28","2,844.70","93.80B","0.54%"
"Jan 10, 2016","2,900.97","3,131.85","3,166.22","2,867.55","108.52B","-8.96%"
"Jan 03, 2016","3,186.41","3,536.59","3,538.69","3,056.88","104.72B","-9.97%"
"Dec 27, 2015","3,539.18","3,635.77","3,641.59","3,515.52","81.74B","-2.45%"
"Dec 20, 2015","3,627.91","3,568.58","3,684.57","3,565.75","128.55B","1.37%"
"Dec 13, 2015","3,578.96","3,403.51","3,614.70","3,399.28","116.69B","4.20%"
"Dec 06, 2015","3,434.58","3,529.81","3,543.95","3,410.92","101.17B","-2.56%"
"Nov 29, 2015","3,524.99","3,433.86","3,591.73","3,327.81","139.09B","2.58%"
"Nov 22, 2015","3,436.30","3,630.87","3,668.38","3,412.43","149.89B","-5.35%"
"Nov 15, 2015","3,630.50","3,522.46","3,678.27","3,519.42","151.61B","1.39%"
"Nov 08, 2015","3,580.84","3,588.50","3,673.76","3,564.81","200.13B","-0.26%"
"Nov 01, 2015","3,590.03","3,337.58","3,596.38","3,302.18","174.53B","6.13%"
"Oct 25, 2015","3,382.56","3,448.65","3,457.52","3,332.62","146.65B","-0.88%"
"Oct 18, 2015","3,412.43","3,401.63","3,447.26","3,265.44","182.67B","0.62%"
"Oct 11, 2015","3,391.35","3,193.54","3,393.02","3,188.41","169.03B","6.54%"
