"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 30, 2016","4,672.87","4,672.87","4,672.87","4,672.87","-","0.79%"
"Oct 23, 2016","4,636.23","4,636.23","4,636.23","4,636.23","-","-1.20%"
"Oct 16, 2016","4,692.43","4,692.43","4,692.43","4,692.43","-","-0.19%"
"Oct 09, 2016","4,701.31","4,701.31","4,701.31","4,701.31","-","-0.47%"
"Oct 02, 2016","4,723.72","4,723.72","4,723.72","4,723.72","-","0.61%"
"Sep 25, 2016","4,695.18","4,695.18","4,695.18","4,695.18","-","0.64%"
"Sep 18, 2016","4,665.35","4,665.35","4,665.35","4,665.35","-","1.40%"
"Sep 11, 2016","4,601.08","4,601.08","4,601.08","4,601.08","-","0.00%"
"Sep 04, 2016","4,601.08","4,601.08","4,601.08","4,601.08","-","1.14%"
"Aug 28, 2016","4,549.04","4,549.04","4,549.04","4,549.04","-","-0.11%"
"Aug 21, 2016","4,554.27","4,554.27","4,554.27","4,554.27","-","-0.67%"
"Aug 14, 2016","4,585.08","4,585.08","4,585.08","4,585.08","-","0.23%"
"Aug 07, 2016","4,574.36","4,574.36","4,574.36","4,574.36","-","-0.07%"
"Jul 31, 2016","4,577.57","4,577.57","4,577.57","4,577.57","-","0.87%"
"Jul 24, 2016","4,538.26","4,538.26","4,538.26","4,538.26","-","-0.34%"
"Jul 17, 2016","4,553.78","4,553.78","4,553.78","4,553.78","-","0.35%"
"Jul 10, 2016","4,537.91","4,537.91","4,537.91","4,537.91","-","0.67%"
"Jun 26, 2016","4,507.58","4,507.58","4,507.58","4,507.58","-","2.88%"
"Jun 19, 2016","4,381.46","4,381.46","4,381.46","4,381.46","-","-0.31%"
"Jun 12, 2016","4,395.27","4,395.27","4,395.27","4,395.27","-","-0.54%"
"Jun 05, 2016","4,418.98","4,418.98","4,418.98","4,418.98","-","-0.61%"
"May 29, 2016","4,446.08","4,446.08","4,446.08","4,446.08","-","1.32%"
"May 22, 2016","4,388.00","4,388.00","4,388.00","4,388.00","-","-0.11%"
"May 15, 2016","4,392.87","4,392.87","4,392.87","4,392.87","-","2.19%"
"May 08, 2016","4,298.65","4,298.65","4,298.65","4,298.65","-","-0.19%"
"May 01, 2016","4,306.79","4,306.79","4,306.79","4,306.79","-","2.65%"
"Apr 24, 2016","4,195.69","4,195.69","4,195.69","4,195.69","-","-3.33%"
"Apr 17, 2016","4,340.34","4,340.34","4,340.34","4,340.34","-","-1.55%"
"Apr 10, 2016","4,408.64","4,408.64","4,408.64","4,408.64","-","-0.77%"
"Apr 03, 2016","4,443.06","4,443.06","4,443.06","4,443.06","-","1.96%"
"Mar 27, 2016","4,357.53","4,357.53","4,357.53","4,357.53","-","-0.30%"
"Mar 20, 2016","4,370.49","4,370.49","4,370.49","4,370.49","-","-1.70%"
"Mar 13, 2016","4,446.28","4,446.28","4,446.28","4,446.28","-","-0.85%"
"Mar 06, 2016","4,484.52","4,484.52","4,484.52","4,484.52","-","0.26%"
"Feb 28, 2016","4,472.83","4,472.83","4,472.83","4,472.83","-","-2.07%"
"Feb 21, 2016","4,567.56","4,567.56","4,567.56","4,567.56","-","-0.44%"
"Feb 14, 2016","4,587.66","4,587.66","4,587.66","4,587.66","-","0.14%"
"Feb 07, 2016","4,581.34","4,581.34","4,581.34","4,581.34","-","0.22%"
"Jan 31, 2016","4,571.11","4,571.11","4,571.11","4,571.11","-","-0.05%"
"Jan 24, 2016","4,573.58","4,573.58","4,573.58","4,573.58","-","-1.81%"
"Jan 17, 2016","4,657.94","4,657.94","4,657.94","4,657.94","-","-0.79%"
"Jan 10, 2016","4,694.95","4,694.95","4,694.95","4,694.95","-","0.40%"
"Jan 03, 2016","4,676.08","4,676.08","4,676.08","4,676.08","-","1.55%"
"Dec 27, 2015","4,604.91","4,604.91","4,604.91","4,604.91","-","-0.07%"
"Dec 20, 2015","4,608.32","4,608.32","4,608.32","4,608.32","-","1.93%"
"Dec 13, 2015","4,520.87","4,520.87","4,520.87","4,520.87","-","-1.36%"
"Dec 06, 2015","4,583.41","4,583.41","4,583.41","4,583.41","-","-1.24%"
"Nov 29, 2015","4,641.03","4,641.03","4,641.03","4,641.03","-","1.47%"
"Nov 22, 2015","4,573.75","4,573.75","4,573.75","4,573.75","-","0.93%"
"Nov 15, 2015","4,531.62","4,531.62","4,531.62","4,531.62","-","2.21%"
"Nov 08, 2015","4,433.57","4,433.57","4,433.57","4,433.57","-","-1.52%"
"Nov 01, 2015","4,502.16","4,502.16","4,502.16","4,502.16","-","-1.37%"
"Oct 25, 2015","4,564.48","4,564.48","4,564.48","4,564.48","-","-1.79%"
"Oct 18, 2015","4,647.67","4,647.67","4,647.67","4,647.67","-","-0.62%"
"Oct 11, 2015","4,676.62","4,676.62","4,676.62","4,676.62","-","-2.19%"
"Oct 04, 2015","4,781.36","4,781.36","4,781.36","4,781.36","-","-1.56%"
"Sep 27, 2015","4,856.96","4,856.96","4,856.96","4,856.96","-","0.08%"
"Sep 20, 2015","4,853.29","4,853.29","4,853.29","4,853.29","-","0.70%"
"Sep 13, 2015","4,819.45","4,819.45","4,819.45","4,819.45","-","1.25%"
"Sep 06, 2015","4,760.14","4,760.14","4,760.14","4,760.14","-","-0.12%"
"Aug 30, 2015","4,765.72","4,765.72","4,765.72","4,765.72","-","-0.98%"
"Aug 23, 2015","4,812.82","4,812.82","4,812.82","4,812.82","-","-0.56%"
"Aug 16, 2015","4,840.15","4,840.15","4,840.15","4,840.15","-","0.65%"
"Aug 09, 2015","4,808.87","4,808.87","4,808.87","4,808.87","-","-1.14%"
"Aug 02, 2015","4,864.45","4,864.45","4,864.45","4,864.45","-","1.51%"
"Jul 26, 2015","4,792.30","4,792.30","4,792.30","4,792.30","-","-0.33%"
"Jul 19, 2015","4,808.39","4,808.39","4,808.39","4,808.39","-","3.27%"
"Jul 12, 2015","4,656.13","4,656.13","4,656.13","4,656.13","-","1.22%"
"Jul 05, 2015","4,599.91","4,599.91","4,599.91","4,599.91","-","0.60%"
"Jun 28, 2015","4,572.58","4,572.58","4,572.58","4,572.58","-","2.63%"
"Jun 21, 2015","4,455.28","4,455.28","4,455.28","4,455.28","-","-1.43%"
"Jun 14, 2015","4,519.85","4,519.85","4,519.85","4,519.85","-","0.10%"
"Jun 07, 2015","4,515.13","4,515.13","4,515.13","4,515.13","-","-1.66%"
"May 31, 2015","4,591.42","4,591.42","4,591.42","4,591.42","-","1.03%"
"May 24, 2015","4,544.70","4,544.70","4,544.70","4,544.70","-","1.37%"
"May 17, 2015","4,483.28","4,483.28","4,483.28","4,483.28","-","3.90%"
"May 10, 2015","4,314.88","4,314.88","4,314.88","4,314.88","-","4.67%"
