Mozambique,76.81,79.91,105.73,81.90,80.27,68.68,55.56,57.83,61.85,47.48,51.23,52.76,118.17,54.29,62.49,62.94,77.89,82.36,89.47,87.95,82.58,85.39,83.33,90.48,80.12,67.27,55.11,63.04,61.70
Myanmar,3.74,4.17,2.70,2.41,4.08,3.65,1.11,1.36,1.59,1.76,2.26,2.66,2.50,2.60,2.54,2.96,2.96,3.95,10.71,7.08,7.01,7.45,9.81,75.91,26.48,22.18,28.97,28.89,31.42
Namibia,83.48,122.22,93.83,98.10,86.13,116.94,111.77,97.27,104.43,101.27,84.93,60.05,72.92,78.96,91.90,58.49,75.75,110.07,100.56,159.12,123.33,129.00,115.02,116.87,99.51,61.51,72.17,77.70,61.28
Nauru,16.83,38.92,40.88,40.83,1059.25,238.05,304.54,246.08,200.66,626.85,386.96,710.72,1160.17,1614.97,1388.61,938.17,1782.66,2602.11,3158.43,2357.38,2776.61,3731.73,3465.32,2656.87,1899.94,2505.01,1738.06,2000.62,2482.68
Nepal,18.89,19.27,19.49,14.61,18.26,17.64,15.00,13.96,13.35,12.43,13.00,14.29,13.53,18.06,16.90,15.82,17.36,21.11,23.05,26.37,28.41,27.71,28.52,32.44,32.85,45.32,39.05,45.94,51.65
Netherlands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,1769.52,1771.65,1991.00,2139.50,2155.51,2328.03,2005.12,1682.17,1648.44,1503.29,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,78.97,187.23,140.24,71.02,118.13,122.32,186.30,73.36,102.74,119.76,99.01,160.35,79.71,139.33,205.95,120.68,113.14,130.55,116.85,115.12,87.77,90.90,88.98,81.78,70.35,73.58,68.37,88.11,54.43
Niger,48.29,44.59,41.64,38.21,40.68,28.70,25.65,32.74,27.72,17.13,18.46,22.04,24.27,38.03,41.80,38.39,38.32,39.19,40.35,29.71,45.03,37.67,50.08,43.09,47.70,43.46,45.82,56.62,53.30
Nigeria,2.68,2.64,2.58,2.81,1.80,1.95,1.71,1.76,1.75,1.27,1.42,1.34,2.33,2.35,4.28,46.10,80.20,13.38,8.61,10.62,12.95,11.12,11.46,14.65,14.05,13.42,13.43,17.60,16.86
Northern Mariana Islands,1366.93,601.29,159.01,1943.92,50.70,-15.26,-33.04,13.78,3.77,2.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oman,37.63,6.91,19.98,62.58,72.36,34.07,37.08,44.63,246.79,23.57,35.13,3.62,32.97,26.95,41.03,7.58,20.95,80.53,27.14,50.24,-7.11,..,..,..,..,..,..,..,..
Pakistan,8.44,10.32,7.43,7.06,9.86,4.04,5.40,5.21,6.12,4.43,3.86,12.23,13.05,6.81,8.47,9.21,12.56,11.94,6.18,14.43,16.35,20.26,10.77,11.47,18.51,18.87,14.54,11.37,6.42
Palau,..,..,0.63,0.61,12076.93,8291.77,3582.11,2130.57,4840.85,1536.00,2048.15,1768.29,1602.08,1303.95,995.62,1196.60,1913.51,1169.75,2261.01,1909.76,1601.78,1381.80,876.42,2011.81,1332.12,788.56,1001.97,1243.82,4711.57
Panama,40.36,44.27,76.50,30.69,14.33,16.99,20.75,19.25,11.01,8.20,8.89,11.27,9.46,11.39,9.47,8.54,11.44,-36.97,10.08,18.59,35.58,29.93,13.62,2.40,-49.54,2.58,5.60,10.17,9.17
Papua New Guinea,80.20,72.87,89.58,57.16,58.98,69.08,71.36,62.19,64.28,37.16,47.02,34.47,33.38,35.81,41.26,41.32,41.18,48.27,43.92,56.74,70.35,82.50,87.84,84.41,73.23,72.94,64.26,63.12,91.27
Paraguay,13.81,30.83,16.22,23.33,19.36,25.40,14.73,16.41,11.88,14.19,15.06,12.69,11.93,11.63,6.03,10.92,11.67,20.12,22.78,26.23,17.98,12.63,16.28,20.08,9.46,9.00,13.06,20.79,23.22
Peru,17.99,29.53,19.00,24.65,14.56,15.92,13.40,15.96,19.21,17.61,15.60,17.21,18.36,18.60,17.34,16.70,16.37,11.34,16.62,15.38,-10.30,20.19,13.07,12.21,10.91,10.99,10.35,-0.17,13.80
Philippines,18.47,14.97,25.17,20.87,14.80,12.29,12.06,8.64,7.94,8.68,7.09,6.94,6.80,8.73,5.49,6.81,6.77,7.12,0.74,3.68,6.20,-1.42,-0.03,1.94,6.74,5.04,2.74,1.53,5.07
Poland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Portugal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,6.24,5.91,5.89,7.52,6.35,7.28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Romania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rwanda,39.50,50.70,52.06,56.50,119.90,119.03,77.38,35.78,50.29,49.74,40.52,37.01,42.67,39.26,56.58,64.78,66.94,84.11,98.22,95.50,102.90,122.72,83.29,100.48,93.38,95.73,98.59,102.76,90.98
Samoa,220.57,258.91,276.09,290.45,262.31,225.93,189.64,163.37,190.12,142.04,165.37,232.68,215.64,187.45,170.11,240.53,266.76,214.78,221.05,366.99,669.22,473.68,620.29,592.55,488.97,484.31,455.65,672.94,586.55
San Marino,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,453.99,418.27,452.98,365.88,385.78,638.60,354.24,246.04,203.56,196.63,245.60,263.76,176.94,251.64,219.08,207.66,142.63,307.10,276.36,173.19,278.26,398.21,269.10,279.82,211.42,245.45,231.47,194.26,210.11
Saudi Arabia,0.90,0.82,2.88,1.64,0.92,0.91,0.74,0.07,0.84,1.10,1.06,0.62,0.77,0.61,0.87,1.05,0.99,-5.20,..,..,..,..,..,..,..,..,..,..,..
Senegal,107.85,80.91,82.90,59.94,75.11,75.07,64.39,46.49,53.71,56.01,44.11,42.21,43.30,43.47,98.64,63.24,76.38,74.04,88.78,82.53,73.86,80.91,80.27,72.16,78.22,59.64,48.77,58.83,62.54
Serbia,..,..,..,..,6.36,12.47,9.12,12.82,14.30,93.81,150.91,173.81,278.08,175.18,155.39,143.60,213.12,114.13,132.77,85.12,90.72,190.65,151.10,108.91,51.48,44.04,89.75,240.49,152.90
Seychelles,511.60,322.83,274.86,273.21,176.13,175.16,252.04,222.46,308.83,165.65,290.89,165.14,691.92,113.43,128.89,207.58,162.06,71.50,86.14,265.30,600.76,259.83,393.53,304.84,131.35,72.58,60.84,169.03,..
Sierra Leone,13.73,23.75,30.60,47.70,63.51,49.32,42.32,27.22,24.31,16.52,39.40,70.39,77.17,64.83,69.24,60.22,65.25,91.91,61.85,71.31,71.43,64.59,65.51,65.42,130.26,132.02,94.59,72.27,66.13
Singapore,-0.57,2.48,6.17,7.13,4.93,4.73,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovenia,..,..,..,3.58,16.02,26.40,41.34,48.65,20.06,15.66,30.57,63.03,26.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,133.42,114.85,134.37,157.38,134.25,133.13,115.69,109.97,73.28,99.78,165.71,139.59,60.12,138.56,265.10,418.78,415.11,481.92,445.33,399.43,630.56,605.48,548.68,507.29,341.56,315.08,283.32,293.71,296.31
Somalia,71.25,25.63,89.60,121.94,72.58,25.09,11.48,10.23,9.87,13.53,11.52,16.25,16.07,17.95,19.87,22.99,36.81,35.54,67.20,56.47,41.99,88.80,77.89,80.73,82.63,91.36,83.44,120.66,104.81
South Africa,..,..,..,6.82,7.23,9.32,8.58,11.53,11.80,12.25,10.90,9.41,10.98,13.74,13.36,14.23,14.92,16.19,22.40,21.28,20.23,26.86,20.17,24.13,19.75,25.64,21.00,17.80,15.83
South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.33,117.29,135.13,186.09,156.30,146.51,200.10,143.71
Spain,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sri Lanka,35.55,42.10,28.78,30.38,28.32,25.84,18.93,13.74,17.32,9.75,11.85,14.06,13.11,27.36,21.06,53.20,34.78,25.53,31.75,30.14,27.57,30.03,24.03,19.59,23.66,21.22,17.61,14.62,-11.90
St. Kitts and Nevis,201.69,185.99,198.29,261.82,149.22,92.69,160.80,168.71,154.79,109.14,90.53,227.14,622.16,1.97,-1.73,55.70,110.48,72.00,971.67,66.05,234.21,318.73,435.78,597.05,..,..,..,..,..
St. Lucia,89.19,165.15,191.31,178.72,217.12,328.32,259.21,168.71,40.58,166.07,70.76,103.24,208.86,96.93,-133.92,65.35,112.71,115.96,98.17,226.40,236.38,201.03,151.72,142.86,108.64,76.82,84.60,84.99,46.73
St. Martin (French part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,143.00,147.81,167.95,126.72,116.79,440.97,243.76,55.05,191.65,153.03,58.45,75.26,42.28,57.88,97.50,72.37,44.20,606.81,242.45,265.78,155.65,163.96,76.64,78.44,90.85,123.69,83.32,106.90,159.06
Sudan,32.91,32.65,19.56,15.82,13.97,7.88,7.02,4.35,6.43,7.29,6.48,5.37,8.29,16.38,25.53,45.55,49.65,49.95,58.76,52.37,43.88,47.20,36.30,39.14,22.23,22.38,19.69,19.93,..
Suriname,150.63,104.74,189.78,182.30,137.94,173.66,242.01,165.98,126.02,72.67,73.96,49.83,25.57,22.83,50.24,85.85,124.74,294.04,193.42,295.39,190.52,142.63,74.55,56.31,24.20,28.58,29.26,35.29,22.66
Eswatini,65.21,62.61,64.60,61.07,63.66,62.31,34.95,29.52,35.68,29.32,13.06,28.76,21.75,33.43,21.36,45.32,33.57,48.60,66.68,52.74,85.59,115.75,83.04,108.38,78.88,83.90,132.40,130.35,105.24
Sweden,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,70.93,41.78,14.92,19.06,53.33,24.81,14.64,13.05,10.00,14.32,9.74,9.17,3.68,6.80,5.97,3.87,1.05,4.24,7.63,9.60,6.14,15.91,81.77,185.76,223.04,273.40,509.90,610.96,590.95
Tajikistan,..,..,2.15,4.64,11.71,11.29,17.63,14.47,26.64,18.40,17.98,25.74,24.07,20.38,34.36,33.34,29.87,27.81,32.48,40.50,51.54,36.65,50.06,48.46,43.19,51.13,41.52,36.96,43.68
Tanzania,46.15,41.18,49.48,33.87,33.47,29.38,28.48,30.26,31.37,30.35,31.77,37.08,35.67,47.49,47.46,38.82,47.73,69.41,55.70,72.60,66.75,53.46,59.98,70.81,53.05,50.21,43.69,47.30,43.56
Thailand,14.04,12.47,12.78,9.97,9.81,14.06,13.83,10.27,11.36,16.31,11.13,4.48,4.65,-14.54,0.80,-2.52,-3.25,-4.64,-9.25,-0.46,-0.30,-1.99,-1.94,0.42,5.18,0.85,3.30,3.61,-6.10
Timor-Leste,0.14,1.24,0.17,0.52,0.28,0.02,0.09,0.50,1.93,175.02,261.51,215.45,237.40,184.80,165.90,185.52,205.76,270.13,257.10,197.71,265.15,247.69,250.35,224.20,212.50,177.46,183.34,186.57,159.77
Togo,68.42,51.58,56.37,23.78,30.25,45.27,35.73,27.89,27.73,14.96,14.14,9.10,9.84,9.40,11.91,14.72,13.85,20.69,54.27,79.11,62.82,82.23,36.18,32.54,29.55,27.24,22.39,44.74,37.57
Tonga,285.58,179.33,231.24,297.41,306.35,333.83,304.55,265.68,207.05,198.19,167.60,209.57,181.88,223.52,202.66,325.95,221.82,312.14,248.02,354.70,637.78,855.14,760.97,796.81,795.13,678.70,816.85,851.98,846.92
Trinidad and Tobago,13.95,-1.52,4.75,1.15,16.13,18.82,12.01,26.57,11.54,21.31,-1.23,-4.86,-7.38,-2.45,-1.18,-1.86,9.44,15.64,7.07,5.07,3.27,..,..,..,..,..,..,..,..
Tunisia,47.62,42.06,45.04,27.65,11.80,8.26,13.69,20.78,15.87,26.36,22.95,37.39,22.02,30.33,33.29,36.45,42.82,31.68,36.37,46.90,51.73,86.13,94.23,65.25,83.40,44.35,57.22,70.99,69.63
Turkey,24.18,29.36,6.39,7.90,3.45,5.36,4.14,0.11,0.46,0.20,5.20,2.08,4.20,2.54,4.31,5.88,8.28,11.43,15.87,19.02,14.51,44.77,41.69,37.51,44.63,27.27,45.21,38.81,14.42
Turkmenistan,..,..,1.69,7.75,6.46,7.30,5.51,4.78,6.24,5.68,7.87,16.42,9.57,6.19,11.49,6.11,8.55,5.91,3.67,8.12,8.61,7.89,7.15,6.69,6.31,4.12,5.69,4.89,3.06
Turks and Caicos Islands,957.81,1366.01,1085.68,750.38,1024.86,342.25,246.96,239.08,330.19,387.10,329.80,309.18,176.48,87.96,117.98,184.53,-14.29,506.50,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,567.71,555.06,884.55,440.50,728.49,800.17,1109.09,1086.56,556.15,425.85,429.00,879.38,1220.30,635.41,812.65,902.00,1406.13,1045.89,1527.05,1528.20,1320.99,3503.24,2372.66,2541.22,3126.14,4473.38,2177.28,2331.57,1634.52
Uganda,38.21,36.94,39.06,31.81,37.99,40.85,32.09,37.56,29.52,26.48,36.19,33.99,29.12,38.63,45.57,43.18,55.62,58.95,54.00,56.87,52.12,46.99,47.53,47.54,44.26,42.86,44.46,48.81,45.43
Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.58,10.36,9.05,13.35,14.22,14.32,17.02,16.93,17.38,31.01,32.10,33.85,26.34,27.37
United Arab Emirates,1.94,-3.95,-4.74,-4.68,-3.50,2.24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uruguay,14.77,13.35,20.82,35.86,23.43,21.38,11.27,11.39,8.36,7.74,6.49,4.94,4.87,5.20,7.37,5.52,7.40,11.12,9.84,15.14,13.67,5.41,5.14,10.77,26.93,6.79,5.33,12.06,..
Uzbekistan,..,..,0.07,0.36,1.26,3.67,3.78,5.91,6.57,6.43,7.51,5.99,7.26,7.51,9.40,6.46,5.65,6.24,6.57,6.17,6.94,4.90,8.59,9.76,10.56,14.41,16.05,19.73,16.87
Vanuatu,319.23,306.07,250.05,209.96,247.06,265.23,179.01,154.76,165.74,171.57,191.87,153.53,140.73,165.91,189.10,192.56,231.33,262.54,414.59,438.62,463.44,382.81,408.58,355.91,380.50,688.08,463.69,463.14,422.99
"Venezuela, RB",4.10,1.55,1.69,2.00,1.28,2.05,1.61,0.32,1.73,1.84,3.23,1.83,2.29,3.23,1.80,1.85,2.13,2.68,2.17,2.11,1.87,1.70,1.73,1.27,1.44,1.22,1.46,2.96,5.10
Vietnam,2.66,3.27,7.99,3.46,12.16,10.39,11.97,11.05,13.45,15.69,18.59,15.56,13.05,18.64,19.96,20.20,19.97,27.47,26.91,38.21,31.49,37.49,45.80,45.02,45.96,34.18,31.03,25.41,17.10
Virgin Islands (U.S.),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,..,..,..,78.99,199.46,207.75,213.45,226.50,220.62,203.81,234.25,332.78,315.93,330.22,358.66,305.90,399.33,491.38,687.67,766.49,663.62,627.03,504.05,638.34,596.12,438.45,549.95,481.99,490.34
"Yemen, Rep.",38.41,24.09,19.59,23.01,12.01,11.52,16.31,22.25,23.97,27.23,17.97,20.75,11.74,12.86,13.64,14.72,13.91,11.41,19.60,24.84,28.81,20.06,29.09,41.34,45.05,67.12,84.70,116.19,280.20
Zambia,59.08,106.46,121.97,100.15,80.63,223.23,65.10,63.53,35.29,61.46,76.29,53.39,73.89,68.44,97.70,98.60,120.78,81.78,86.76,96.16,67.57,73.70,66.17,76.73,64.79,50.20,59.06,61.74,57.16
Zimbabwe,32.04,36.39,72.49,45.01,49.85,43.07,32.21,28.89,22.25,20.69,14.78,13.44,16.66,15.60,15.58,30.88,22.89,38.96,49.50,58.80,56.11,56.04,76.37,61.99,55.98,57.06,46.63,50.98,54.96
